x1,mpqa-posCount,mpqa-negCount,BingLiu-posCount,BingLiu-negCount,AFINN-posScore,AFINN-negScore,S140-posScore,S140-negScore,NRC-Hash-Sent-posScore,NRC-Hash-Sent-negScore,NRC-10-anger,NRC-10-anticipation,NRC-10-disgust,NRC-10-fear,NRC-10-joy,NRC-10-sadness,NRC-10-surprise,NRC-10-trust,NRC-10-negative,NRC-10-positive,NRC-10-Expanded-anger,NRC-10-Expanded-anticipation,NRC-10-Expanded-disgust,NRC-10-Expanded-fear,NRC-10-Expanded-joy,NRC-10-Expanded-sadness,NRC-10-Expanded-surprise,NRC-10-Expanded-trust,NRC-10-Expanded-negative,NRC-10-Expanded-positive,NRC-Hash-Emo-anger,NRC-Hash-Emo-anticipation,NRC-Hash-Emo-disgust,NRC-Hash-Emo-fear,NRC-Hash-Emo-joy,NRC-Hash-Emo-sadness,NRC-Hash-Emo-surprise,NRC-Hash-Emo-trust,SentiWordnet-posScore,SentiWordnet-negScore,Emoticons-posScore,Emoticons-negScore,Negation-negationCount
'@markgatiss i\'m surrounded trump voter right fucking terrifying #redstate',3,0,2,1,0,-4,0.599,-3.038,0.821,-6.186,0,0,0,0,0,0,1,0,0,0,1.342223,0.171557,1.382119,1.149431,0.094898,0.965953,0.230369,0.178349,2.783019,0.31634,1.392709,0,1.284011,1.597556,0.711922,0,0,0,0.990012,-0.3125,0,0,0
'life long fear havin shit spider crawl ya bum',0,3,0,3,0,-6,0.984,-3.69,0.615,-2.024,2,1,4,2,0,1,0,0,4,0,0.143732,0.157947,0.087404,0.060852,0.121485,0.047894,0.069139,0.121393,0.400186,0.170329,0.424196,0,1.403765,3.566499,1.205122,0.327697,0,0.425,0.025,-2.015972,0,0,0
'shamefull unequal dangerous worrying world live nowadays #terrifying #charlotte #terrorism #shitworldforourkids',1,3,0,3,0,-6,0.744,-1.526,1.62,-2.771,1,1,1,3,0,2,0,0,3,0,0.608627,0.221505,0.43062,0.713096,0.221925,0.512475,0.130395,0.180963,1.176852,0.283988,0,0,0.782102,5.005839,0.465685,0.903907,0.509873,0.400931,0.592708,-1.5,0,0,0
'@ahsfx thanks ryan brad scary shit u first episode think heart make s6',1,1,0,2,2,-6,3.465,-1.889,3.154,-3.394,1,0,1,0,0,0,0,0,1,0,0.667296,0.775626,0.740836,0.995557,0.881543,0.387753,0.467808,0.936013,1.799409,1.682861,0.510422,1.279984,0.485777,1.707012,0.477217,0.824286,0.718296,0.270179,0.774834,-0.879167,0,0,0
'start work tmrw yall i\'m nervous lol',0,1,1,1,3,-2,0.835,-1.863,1.733,-1.778,0,2,0,1,0,0,0,0,1,0,0.192667,0.348622,0.266779,0.146125,0.125211,0.060265,0.101397,0.148418,0.724213,0.37559,0,0.439012,0.160871,2.485468,0.306269,0.35098,0.502834,0.596382,0.074877,-0.244231,0,0,0
'know make #pakistan fear #terrorist #terrorism #terrorstatepak',0,1,0,1,0,-2,0.087,-2.011,0.091,-2.459,1,0,0,1,0,0,0,0,1,0,0.91595,0.189101,0.534516,1.19197,0.05927,0.743922,0.264474,0.177732,1.995645,0.139596,0.059512,0,0.08315,6.722212,0,0.392455,0,0,0.781225,-1.125,0,0,0
'@montel_williams ban go harm many people disabled veteran people #chronicpain #anxiety #iamkratom',0,2,0,2,0,-4,0.876,-2.431,0,-10.145,0,0,0,2,0,1,0,1,3,1,0.123967,0.153064,0.03576,0.05385,0.081308,0.03518,0.055286,0.077111,0.359011,0.226136,1.141387,0,4.215199,1.989271,0,0,0.029041,0,0.389167,-1.083333,0,0,0
'wish could convince rest child go fucking preschool elementary school fear gun violence',2,1,0,2,2,-10,0.58,-5.34,0.615,-5.159,3,2,0,3,1,1,0,2,3,3,0.807387,0.490567,0.681503,0.362413,0.401652,0.366779,0.244,0.374016,1.390166,0.770757,1.245045,0,2.468178,2.07688,0.344842,1.797326,0.723112,0.218207,0.474584,-1.302083,0,0,0
'panic attack find @katrinalaw #twitter turn twitter jerk still see #nyssaalghul #panic',0,3,0,3,0,-7,0.679,-3.537,0.486,-1.982,2,0,0,2,0,0,1,0,2,0,0.157402,0.259663,0.071315,0.129039,0.177949,0.068263,0.240626,0.236222,0.730622,0.315625,0.901735,0.351298,0.477996,5.73593,0,0,1.895238,0,0.438077,-1.489484,0,0,0
'getting hand i\'m freaked death ... i\'m god #mommagrendel #intimidation',0,1,0,1,1,-2,0.138,-2.452,0.848,-0.896,1,2,1,2,1,1,1,1,1,1,0.399827,0.150959,0.15343,0.281768,0.034951,0.153978,0.095457,0.033498,1.115548,0.072961,0.019892,0.160023,0.421079,3.136192,0.51661,0.430809,0.059098,0.68451,0.33125,-0.247024,0,0,0
'saga device teles fail time bake #panic #gbbo',0,1,0,1,0,-2,1.203,-1.703,1.703,-0.448,0,1,0,0,0,0,0,0,0,0,0.27234,0.075374,0.153436,0.095976,0.004252,0.467101,0.132065,0.009059,0.91919,0.008864,0,0,0.043997,2.283599,0.269877,1.465806,1.707026,0.800306,0.275,-0.642366,0,0,0
'feeling like i\'ve worst night sleep ever great #london #brighton #cycle ride @dmtfyp ð´ 1',2,1,2,1,6,-3,1.63,-3.723,9.245,-2.421,1,1,1,1,1,1,1,1,1,1,0.784033,0.53515,1.25158,0.972492,0.913493,0.867806,0.437412,0.599614,2.436397,1.310884,0.490276,0.070106,0.876112,1.026285,2.64936,0.988703,0.953853,0,1.225,-1.837202,0,0,0
'think human sense recognizing impending doom #anxiety',1,2,0,2,0,-2,0.846,-1.282,0.55,-2.9,0,1,0,2,0,0,0,0,1,1,0.329334,0.169191,0.106023,0.222733,0.148617,0.077278,0.151033,0.46075,0.651138,0.596415,0.354214,0,0.892044,3.541718,0,1.811076,0,0.21091,0.342478,-0.375,0,0,0
'finally tell therapist sexuality ... last frontier ... sure #singlegirlproblems',1,0,0,0,0,0,1.782,-1.074,1.099,-1.187,0,1,1,0,1,0,1,1,0,1,0.370091,0.384271,0.189863,0.263837,0.344317,0.144389,0.374068,0.697606,1.224058,0.938184,0.227801,0.315665,0.5317,1.239602,1.021953,0.256299,0,0,0.220524,-0.175694,0,0,0
'im literally shaking bc im nervous bc fucking cold oh love life',1,2,1,3,3,-6,1.206,-6.596,1.983,-2.768,0,1,0,2,1,0,0,0,3,1,0.97857,0.18749,0.735104,0.407958,0.111131,0.510133,0.106442,0.197787,1.949994,0.464329,1.923798,0.036221,1.018339,2.959578,1.210791,0.392139,0.063126,0.615183,1.375,-1.217672,0,0,0
'feel horrible accounting today physically mentally okay ð',1,1,0,1,0,-3,0.28,-5.453,0.33,-4.081,1,0,1,1,0,0,0,0,1,0,0.370677,0.169466,0.095243,0.356709,0.105874,0.346471,0.139772,0.267749,1.24992,0.446094,0.038617,0,1.802389,1.332162,0.281848,0.453207,0.547057,0.242387,0.891667,-0.375,0,0,0
'@bigbosspeltonen nlikewise #death #cutting #despair',0,0,0,0,0,0,0,0,0,-3.551,0,0,0,0,0,0,0,0,0,0,0.448628,0.031246,0.476848,0.525742,0.005957,0.45646,0.040855,0.007937,0.931946,0.018085,0.266765,0,0,2.066606,0,3.509343,0,0,0,0,0,0,0
'coward feel terrible can\'t even face ð',1,2,0,2,0,-5,0,-5.092,0,-5.09,1,0,2,2,0,2,0,0,2,0,0.106899,0.026025,0.172161,0.097842,0.010515,0.074901,0.033989,0.037669,0.484435,0.052397,0.744675,0,1.760616,0.148977,0,0.682884,0,0,0.302083,-1.410417,0,0,1
'#weirdwednesday okay jump-scared #poop right bad dog bad total code-brown favorite pant #damnit #horror',3,2,2,2,2,-6,1.105,-3.628,2.193,-6.221,2,0,2,2,1,2,0,1,2,1,0.283493,0.260386,0.125279,0.381628,0.163791,0.124886,0.221272,0.21812,1.019694,0.308365,1.798946,0.036265,1.459608,1.141023,0.504867,0.641643,0.390728,0.242387,1.750428,-4.219326,0,0,0
