x1,mpqa-posCount,mpqa-negCount,BingLiu-posCount,BingLiu-negCount,AFINN-posScore,AFINN-negScore,S140-posScore,S140-negScore,NRC-Hash-Sent-posScore,NRC-Hash-Sent-negScore,NRC-10-anger,NRC-10-anticipation,NRC-10-disgust,NRC-10-fear,NRC-10-joy,NRC-10-sadness,NRC-10-surprise,NRC-10-trust,NRC-10-negative,NRC-10-positive,NRC-10-Expanded-anger,NRC-10-Expanded-anticipation,NRC-10-Expanded-disgust,NRC-10-Expanded-fear,NRC-10-Expanded-joy,NRC-10-Expanded-sadness,NRC-10-Expanded-surprise,NRC-10-Expanded-trust,NRC-10-Expanded-negative,NRC-10-Expanded-positive,NRC-Hash-Emo-anger,NRC-Hash-Emo-anticipation,NRC-Hash-Emo-disgust,NRC-Hash-Emo-fear,NRC-Hash-Emo-joy,NRC-Hash-Emo-sadness,NRC-Hash-Emo-surprise,NRC-Hash-Emo-trust,SentiWordnet-posScore,SentiWordnet-negScore,Emoticons-posScore,Emoticons-negScore,Negation-negationCount
'i\'m still happy na blast',1,1,1,0,3,0,2.383,-0.886,1.682,-0.408,1,1,0,1,1,0,1,1,1,1,0.078084,0.118269,0.039446,0.090636,0.041784,0.053219,0.055096,0.124989,0.528483,0.181599,0.220955,0,0,0.200199,1.895172,0.063363,0.164104,0.669109,0.8375,-0.91553,0,0,0
'meant #happy #happy',0,0,0,0,0,0,4.123,0,3,-0.384,0,0,0,0,0,0,0,0,0,0,0.124561,0.633932,0.048659,0.059344,1.310414,0.120516,0.274433,0.203841,0.359377,1.260673,0,0,0,0,4.32394,0,0.218759,0.696697,0,0,0,0,0
'ð¥ ⚖ ️yeah ‼ ️ paul ‼ ️ ⚖ ️ ð¥ #glorious',0,0,0,0,0,0,0.416,0,5,-0.079,0,0,0,0,0,0,0,0,0,0,0.012986,0.024754,0.006512,0.011236,0.045084,0.009681,0.008833,0.226607,0.027538,0.208975,0,0.243301,0.172279,0,0,0,0.327323,0,0,-0.041667,0,0,0
'morning started amazing hopefully whole day going want go n #greatday',3,0,1,0,7,0,2.051,-1.873,7.299,-0.351,0,0,0,0,0,0,0,0,0,0,0.580704,1.049656,0.2207,0.302107,0.917883,0.26302,0.518561,0.552619,1.244668,1.453119,0.443976,0.074922,0,1.66181,3.481308,0.267198,1.922568,0,1.307024,-0.333333,0,0,0
'ð± @cailamarsai ð ð whole time watching @black_ishabc lost #glasses #hilarious @mrbab',0,1,0,1,0,-3,0.724,-1.812,1.253,-0.094,0,1,0,0,0,1,0,0,1,0,0.128546,0.130034,0.063947,0.102058,0.166742,0.042214,0.048499,0.106797,0.295306,0.254643,0,0.815956,0,0.133767,0.125975,0.625116,1.347267,0,0.70625,-0.938442,0,0,0
'@iamtinadatta love much #smile ð',1,0,1,0,3,0,1.083,-0.079,3.985,-0.244,0,0,0,0,1,0,0,0,0,1,0.040608,0.290362,0.039844,0.033583,0.515226,0.031853,0.118575,0.61102,0.231517,0.910235,0,0,0,0,2.542866,0,0.152265,0.87675,1.5375,0,0,0,0
'@wyowiseguy @livingvertical however rei offer job today well can\'t believe exponentially freaking joyous feel ...',2,0,2,1,3,0,4.137,-3.47,3.981,-1.813,0,0,0,0,1,0,0,0,0,3,0.61656,0.450582,0.19661,0.32321,0.242815,0.215803,0.336306,0.538956,1.621568,0.938923,0.421807,0.697033,0.34115,0.885091,2.172047,0.435229,0.786754,0.104137,2.226719,-0.447881,0,0,1
'2 day #gopackgo 23 day #gogipego ... i\'m excited #smiling',1,0,1,0,3,0,1.556,-0.586,7.423,-0.166,0,1,0,0,1,0,1,1,0,1,0.117437,0.134352,0.085359,0.11057,0.054679,0.059963,0.043879,0.090049,0.554435,0.173621,0,1.060642,0,0.969821,3.642104,0.296602,0,0,0.169048,-0.0625,0,0,0
'@themandymoore beyond wonderful singing prowess phenomenal damn ... i\'m elated watch act #thisisus 珞',4,1,4,1,7,-2,5.465,-1.682,5.984,-3.007,1,1,1,1,2,0,1,1,1,2,0.289875,0.255611,0.100113,0.174767,0.74719,0.067957,0.293102,0.267509,0.621518,1.260247,0.765101,0.22227,0.404141,0,3.735853,0.057564,1.756218,0,1.21746,-0.3125,0,0,0
'@luckiicharm_ luckii i\'m changing many way bc scary joyful feeling making strong',2,1,2,1,6,-2,1.733,-2.872,3.452,-2.578,1,1,1,1,2,1,1,2,1,2,0.713172,0.348906,0.673045,0.896269,0.298285,0.459368,0.263197,0.58615,1.568845,1.087911,0.289095,0,0.020943,1.507029,2.443412,0.371827,0.029041,1.262069,0.368317,-0.633333,0,0,0
'@joshnoneyabiz love parody account well done vote #trump #lol #hilarious',2,1,2,1,3,0,4.294,-0.016,1.998,-2.747,1,1,0,0,2,1,1,2,1,2,0.334195,0.325294,0.288885,0.365661,0.286597,0.183018,0.311258,0.229635,1.151564,0.704599,0.81406,0.735917,0.376887,0,0.621443,0.89205,1.554693,0.331603,3.099014,-0.041667,0,0,0
'wake dream laughing something stupid make laugh #hilarious',1,2,0,1,3,-2,2.12,-2.188,1.422,-2.377,0,0,0,0,2,0,1,0,1,2,0.032226,0.039074,0.01391,0.046339,0.013636,0.014996,0.041858,0.057352,0.174663,0.075849,1.536965,0.762964,0.083477,0.488781,1.123767,0.374504,0.945365,0,0.634142,-0.572917,0,0,0
'future planned feel much happier #goals #life #happy #igotthis #yay',0,0,1,0,0,0,4.709,-1.207,15.144,-0.81,0,0,0,0,0,0,0,0,0,0,0.168237,0.713516,0.106367,0.135472,1.512604,0.225854,0.265243,0.816132,0.643171,1.977793,0,0.139854,0.085605,0.919529,7.886924,0.483681,0.564533,2.319023,0.370833,-0.010417,0,0,0
'online :) day come play i\'m happy happy horny playful sweet sour ;)',4,1,4,1,10,0,5.432,-0.736,4.083,-0.828,1,3,1,0,4,0,2,4,1,4,0.092867,0.553307,0.060851,0.079539,0.853289,0.037661,0.193257,0.433997,0.319964,1.140542,0.057208,0.630417,1.720869,0.214566,5.743003,0.148301,0.491348,0.491903,3.124852,-0.738988,4,0,0
'@grahnort wonderful experience watching yesterday @bbcletitshine thankyou #laughter',1,0,1,0,4,0,4.463,-0.22,4.656,-0.214,0,0,0,0,1,0,1,1,0,1,0.105214,0.358437,0.009504,0.07603,1.028533,0.0239,0.202963,0.595488,0.129455,1.084263,0,0.662193,0,0.173695,4.36305,0.19272,0.999791,0.501261,0.375,-0.025,0,0,0
'@itsyourgirl_z happy birthday :) blessed day love toronto :) #bday',2,0,2,0,6,0,5.754,-0.116,5.802,0,0,2,0,0,4,0,1,1,0,4,0.034963,0.452201,0.027763,0.044119,1.005446,0.044843,0.167018,0.321171,0.106106,1.165366,0,0.367711,0,0,5.710943,0.544334,1.591729,0.383262,2.883929,0,4,0,0
'@wsjnordics make world joyful place #thenicebot',1,0,1,0,3,0,2.137,0,2.917,-0.237,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.059512,0,0.23003,0,2.648346,0,0,0,0.338011,-0.403449,0,0,0
'morning course sunny monday morning cheerfully welcome u back work :)',3,0,2,0,4,0,4.675,-1.084,5.868,-0.517,0,1,0,0,1,0,1,0,0,1,0.093869,0.990555,0.052576,0.078849,1.55638,0.049472,0.372109,1.095463,0.271751,2.161576,0.274103,0.141443,0,0.353173,2.659959,0.904397,0.255519,0.990077,1.318627,-0.0625,2,0,0
'@singaholic121 good morning love happy first day fall let\'s make awesome #autumnmemories #annabailey',4,1,4,1,13,0,6.7,-0.589,6.618,-0.237,0,2,0,0,3,1,1,2,1,3,0.105737,0.287407,0.038404,0.073132,0.618247,0.024038,0.258136,0.336888,0.10598,0.899264,0.282029,0.323454,0.08315,0.463079,4.119801,0.148301,1.166101,0.331603,5.685259,-0.112508,0,0,0
'#firstdayoffall i\'m happy sipping #pumpkinspice flavored coffee #smiling happy fall everyone #amwriting',2,1,2,1,6,0,4.705,-0.811,11.123,0,0,2,0,0,2,1,0,2,1,2,0.062288,0.261093,0.091533,0.053169,0.273755,0.03675,0.102042,0.231005,0.196938,0.788408,0.377774,0.040254,1.164951,0.292792,7.827091,0,0.686745,0,1.675,-0.112508,0,0,0
'retweeted gunnysmith 93 @stephen21smith ): n ndays like today happy alive #blessed #rejoice',2,0,2,0,6,0,3.618,-1.165,3.416,-0.727,0,2,0,0,2,0,0,2,0,2,0.455432,0.15164,0.471723,0.441909,0.151951,0.184469,0.168281,0.35248,1.170176,0.467387,0,0,0.332623,0.497927,5.788457,0.072825,1.492088,0,2.318452,0,0,-2,0
'@adenkyirah happy birthday hope wonderful day filled lot joy laughter <3 despite tumblr jerk',4,3,3,1,12,-3,7.811,-0.829,10.367,-0.917,1,4,0,0,6,0,5,3,0,6,0.125944,0.348342,0.048575,0.09297,0.777192,0.121864,0.129546,0.39362,0.446758,1.073102,0.716966,0.023775,0.477996,0.616094,8.872206,0.194131,1.652602,0.715947,2.163988,-0.653274,3,0,0
'love love love #fun #relaxationiskey',3,0,3,0,9,0,3.249,0,5.446,0,0,0,0,0,3,0,0,0,0,3,0.105581,0.069505,0.065056,0.120763,0.072416,0.028499,0.065546,0.013724,0.392824,0.044889,0,0.525484,0,0,3.204385,0,0.152812,0.994809,3.925,0,0,0,0
'day made n nlet u rehoi rejoice glad n n ð ð n n #aja ngood m',2,0,2,0,7,0,3.836,-1.123,2.226,-0.622,0,2,0,0,2,0,1,1,0,2,0.352358,0.23775,0.184971,0.211119,0.228646,0.111928,0.096573,0.374195,0.768447,0.709544,0,0,0,0,3.530182,0.148301,0.307568,0,0.62619,0,0,0,0
'#love #laugh share #laughter way share #joy',0,0,0,0,2,0,3.006,0,5.008,0,0,2,0,0,2,0,0,2,0,2,0.173654,0.249096,0.034057,0.111316,0.579591,0.19008,0.10542,0.192888,0.303435,0.509248,0,0.820633,0,0,8.210018,0,0,2.084868,0.136364,0,0,0,0
'second day job already got 45 dollar tip dude whose constantly twitching eye lololol #cheering',0,0,0,0,4,0,2.133,-2.932,3.479,-3.037,0,0,0,0,0,0,0,1,0,1,0.824454,0.324511,0.812124,0.52724,0.146947,0.232548,0.230417,0.27661,2.212919,0.41576,2.201156,1.450489,0.443294,1.638692,0.947641,0.58647,0.41435,0.020743,0.728463,-0.404131,0,0,0
'i\'m fan endless #laughter #friends enjoying #happiness together #fridayfeeling #weekend',0,1,1,0,5,0,7.357,-0.222,14.878,-0.307,1,1,0,1,2,1,0,2,1,2,0.142058,0.3655,0.054303,0.110911,0.595242,0.140364,0.144765,0.27603,0.584548,0.765194,0,0.058507,0.250288,0.106127,8.921721,0.110562,0.112041,0.808186,0.416667,0,0,0,0
'thought get day thought smile never fails making smile ð',2,0,2,1,4,-2,4.062,-1.423,4.034,-2.287,0,2,0,0,2,0,2,2,0,2,0.403838,0.301962,0.18141,0.28506,0.116205,0.356176,0.214679,0.117343,1.273243,0.234832,0.164112,0,0.138285,0.128422,4.134867,0.148301,1.487656,0.350203,0.279447,-0.395833,0,0,1
'today reached 1000 subscriber yt #happy #goodday #thankful',0,0,0,0,1,0,2.904,-0.166,4.876,-2.3,0,0,0,0,0,0,0,0,0,0,0.14014,0.942809,0.036882,0.104204,1.397756,0.130069,0.304286,0.702412,0.312061,1.805906,0,0,0,0.072489,6.554504,0.308582,0.702394,0.14142,0.25,0,0,0,0
'getting comedic relief w @sofiavergara season premiere #modernfamily girl need #hilarious',1,0,1,0,0,0,1.753,-0.808,4.215,-0.628,0,0,0,0,0,0,0,0,0,1,0.310458,0.561984,0.105008,0.200884,0.280991,0.132636,0.237285,0.336458,0.897542,0.917362,0.209662,2.799767,0.486886,1.082211,0.776628,0.031326,0.75349,0.225274,0.257788,-0.095833,0,0,0
'@palmtreesarah @worthingtheatre fun funniest person funsville ... much hilarity usual ... thank ❤ ️',3,0,2,0,6,0,5.667,-0.293,2.581,-0.68,0,1,0,0,2,0,0,1,0,3,0.190718,0.57364,0.208823,0.115738,0.995993,0.074008,0.280418,0.715432,0.964967,1.433122,0.152307,0.641049,0.17224,0,1.039103,0,1.01584,0.072686,0.479167,0,0,0,0
'@shwood @mpforstein omd 2 cracking thanks follow brian need levity balance cynicism share w michael ð',1,1,1,1,3,-2,6.978,-1.028,3.072,-2.31,0,1,0,0,1,0,0,1,1,2,0.677136,0.700023,0.406597,0.464871,0.833516,0.344825,0.252049,0.985983,1.928121,1.610743,0.260104,1.436884,0,1.447665,1.07902,0.261327,0.732483,1.59792,0.543636,-0.845833,0,0,0
'@dorh84607784 oh fantastic bet super exhilarating ð¤',3,0,3,0,10,0,6.807,-0.213,2.897,-0.659,0,0,0,0,0,0,0,0,0,0,0.22536,0.624141,0.065962,0.142997,1.215297,0.06959,0.55016,0.396573,0.459138,1.814897,0,0.286654,0.201743,0.225223,0.872025,0,0.369629,0.137082,1.041667,0,0,0,0
'@contourcosmetic well done lady great award amazing team delight present award',6,0,6,0,16,0,7.704,0,6.383,-0.339,0,4,0,0,4,0,3,4,0,4,0.139529,0.649328,0.05584,0.087457,1.612166,0.052924,0.436761,0.758551,0.262007,2.300676,0,0.340513,0.72099,0.604311,3.062788,0,2.816359,0,3.339219,-0.044643,0,0,0
'vals always smiling love #gbbo',2,0,2,0,5,0,3.265,0,2.246,-0.004,0,0,0,0,2,0,0,0,0,2,0.058473,0.078923,0.028479,0.077646,0.076582,0.013664,0.067484,0.100202,0.108645,0.298888,0.20417,0,0,0,2.1439,0,0.049481,0.575581,1.433333,-0.041667,0,0,0
'great time skywalkers open gym tonight come every wednesday 7-8 hillsboro train u #opengym #cheer #tumbling',2,0,1,0,3,0,2.261,-0.955,5.168,-0.587,0,1,0,0,0,0,0,0,0,0,0.283354,1.002871,0.137363,0.219925,1.254157,0.193891,0.424446,0.849836,0.698239,1.740342,0.635211,0.510104,0.024944,1.750507,2.903655,0,0.815037,0,0.851385,-0.510444,0,0,0
'love cheery adoring @jackhoward get every time produce new content',4,0,3,0,9,0,4.94,-0.173,5.268,-0.752,0,2,0,0,3,0,0,1,0,3,0.352116,0.362349,0.090442,0.143431,0.524955,0.076677,0.247041,0.463128,0.484711,0.961499,0.412013,1.196025,0,0.095761,2.332658,0,0.248067,0.743463,2.688971,0,0,0,0
'good morning joyful people choose happiness great day today #morning #joyful #happiness #grandmercurejktkemayoran',4,0,4,0,12,0,5.528,-0.15,12.699,-0.984,0,2,0,0,3,0,1,2,0,3,0.127327,0.434168,0.041454,0.058273,0.923624,0.069505,0.20837,0.396679,0.358612,1.096942,0.387125,0,0.464299,0,12.12625,0.696469,0.928956,0.597454,3.855581,-0.208333,0,0,0
'retweeted gunnysmith 93 @stephen21smith ): n ndays like today happy alive #blessed',2,0,2,0,6,0,3.618,-1.165,3.416,-0.727,0,2,0,0,2,0,0,2,0,2,0.455432,0.15164,0.471723,0.441909,0.151951,0.184469,0.168281,0.35248,1.170176,0.467387,0,0,0.332623,0.497927,3.620173,0.072825,1.492088,0,2.318452,0,0,-2,0
'wishing happy birthday awesome dancer ruthann hope day magical #bday #eatcake',5,0,3,0,10,0,6.288,-1.149,7.291,-0.629,0,4,0,0,4,0,3,2,0,4,0.107399,0.367684,0.025164,0.067968,0.703109,0.05538,0.315373,0.355663,0.109423,1.007224,0,0.107155,0,0.616094,6.474865,0.644946,2.945241,0.491903,1.788988,-0.125,0,0,0
'thank @twitter balloon today #smile #goodday #48',1,0,1,0,2,0,2.132,-0.756,6.274,-0.959,0,0,0,0,0,0,0,0,0,0,0.053796,0.668552,0.02301,0.070991,1.307317,0.062346,0.311314,0.840578,0.218151,1.614128,0,0,0.349379,0,4.735947,0.072825,0.805564,0.545147,0.208333,0,0,0,0
'omg got watch new series u ... wow best tv show i\'ve seen long time n #tears #laughter #moretears',2,1,2,0,7,0,2.704,-1.302,3.905,-1.566,0,3,0,1,0,0,0,2,0,0,0.719568,0.438607,0.405544,0.433656,0.614135,0.196145,0.442943,0.512943,1.923389,1.546786,0.039151,1.828547,0.258407,0.379339,3.562779,1.994632,2.942292,0.077414,2.233978,-0.053472,0,0,0
'today first time math professor let u live early class time #15 min #feelsgood #happy #wednesday',1,0,0,0,0,0,3.079,-2.381,8.126,-1.295,0,2,0,0,0,0,0,1,0,1,0.413257,0.832308,0.121068,0.310322,0.962897,0.272402,0.341199,0.615016,1.243705,1.371173,0.519553,0.335459,0.010431,0.217065,3.056559,0.272497,2.957551,0.325679,1.551438,-0.041667,0,0,0
'food get delivered ð ð ð» #cheeri',0,0,0,0,0,0,0,-0.232,0.896,-0.166,0,0,0,0,1,0,0,1,0,1,0.103219,0.183351,0.013555,0.02854,0.085142,0.016337,0.078518,0.156614,0.174762,0.381988,0.403477,0.536103,0.565696,0.095761,0,0,0,0,0.069923,-0.03125,0,0,0
'know love smile whenever talk someone',2,0,2,0,5,0,3.336,-0.664,2.477,-1.86,0,0,0,0,2,0,1,1,0,3,0.201108,0.289542,0.096509,0.207558,0.166429,0.101033,0.251538,0.40851,0.688603,0.412693,0.717104,0,0.456254,0,2.157948,0,0.049481,0.40914,1.814047,-0.083333,0,0,0
'#lively #lovely #shower ð',0,0,0,0,0,0,0,0,6.658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.475137,0,0.529741,0,0,0,0,0,0
'great training course lot photo fun laughter photo\'s soon #boostercourse #fun #laughter',2,1,2,0,7,0,5.523,-0.002,6.247,0,0,2,0,0,2,0,1,0,0,2,0.191307,0.839935,0.091122,0.194797,1.054739,0.06143,0.346255,0.77273,0.538744,1.638397,0.270436,1.419518,0.093445,0.691011,5.937209,0,0.82533,0.01925,0.747917,-0.270833,0,0,0
'@emmymitchell_ hahahaha ridiculous thank joyous evening xx',2,1,2,1,5,-3,5.19,-0.503,6.636,-1.828,1,0,1,0,1,0,0,0,1,1,0.183481,0.561168,0.191921,0.104721,1.154918,0.050878,0.274149,0.505015,0.582029,1.208436,0.632971,0.129463,0.746335,0,4.206915,0,0.589775,0.229539,0,-0.229167,0,0,0
'happy come across @hilltopbindery notebook #handmade would love talk #musthave #want #need #happy #amazing ð',2,0,2,0,6,0,4.454,-0.335,11.356,-2.134,0,1,0,0,2,0,0,1,0,3,0.18163,0.670093,0.143065,0.160382,1.347293,0.134993,0.350821,0.416214,0.678999,1.525005,0.673078,0.039184,0.78351,0.466996,4.138425,0.903835,2.620608,0.92067,2.182635,-0.083333,0,0,0
'second day job already got 45 dollar tip dude whose constantly twitching eye lololol',0,0,0,0,4,0,2.133,-2.932,3.479,-3.037,0,0,0,0,0,0,0,1,0,1,0.824454,0.324511,0.812124,0.52724,0.146947,0.232548,0.230417,0.27661,2.212919,0.41576,2.201156,1.450489,0.443294,1.638692,0.947641,0.58647,0.41435,0.020743,0.728463,-0.404131,0,0,0
'made night @gordonreid91 reid included tonight\'s hilarity point brilliant thanks @andy_murray',2,0,1,0,6,0,7.532,-0.084,6.709,-1.858,0,1,0,0,2,0,0,1,0,3,0.068596,0.462374,0.030901,0.047359,0.778061,0.054287,0.139233,0.701108,0.219699,1.165188,0.390525,0.021904,0.126235,0,1.010318,0,1.178932,0.136749,1.124026,-0.0625,0,0,0
'way i\'m wearing smile gave today n #you #me',1,0,1,0,2,0,2.146,-0.593,2.038,-0.193,0,0,0,0,1,0,1,1,0,1,0.313127,0.14599,0.354713,0.31855,0.109465,0.488884,0.100153,0.178853,1.056048,0.233535,0,0,2.040889,0,1.84474,0.072825,0.582261,1.917249,0.261364,-0.3125,0,0,0
'@airvistara always indeed wonderful experience flying guy today #bestinbusiness #delight #happyme',1,0,1,0,4,0,3.249,-0.275,4.599,-0.004,0,0,0,1,1,0,1,1,0,2,0.075563,0.228111,0.038572,0.110839,0.361377,0.02374,0.218535,0.240514,0.168295,0.941463,0.20417,0.489354,0.387698,0.885447,2.533554,0.20664,0.558318,0.86545,0.5625,-0.066667,0,0,0
'@alpuzz ah got work much rejoicing lol thanks get taht',1,0,2,0,9,0,3.205,-1.104,1.338,-1.117,0,1,0,0,1,0,1,0,0,1,0.47617,0.710849,0.331121,0.207279,0.899961,0.101949,0.310551,0.825073,1.463024,1.586336,0.234446,0.28037,0,0.429693,2.209193,0,0.785117,0,0.394799,-0.1875,0,0,0
'getting comedic relief w @sofiavergara season premiere #modernfamily girl need',1,0,1,0,0,0,1.753,-0.808,3.752,-0.628,0,0,0,0,0,0,0,0,0,1,0.310458,0.561984,0.105008,0.200884,0.280991,0.132636,0.237285,0.336458,0.897542,0.917362,0.209662,2.418587,0.486886,1.082211,0.776628,0.031326,0.071386,0.225274,0.257788,-0.095833,0,0,0
'@mrhenvin thank happy birthday well',3,0,3,0,5,0,4.502,0,3.015,0,0,2,0,0,2,0,1,1,0,2,0.034093,0.519371,0.011755,0.030781,0.902472,0.033505,0.228414,0.519539,0.106067,1.139273,0,0.023775,0,0,2.586895,0,0.617799,0,2.376719,0,0,0,0
'really love customer service @lifeproof they\'re always nice helpful cheerful',4,0,4,0,10,0,4.308,-0.855,3.544,-1.619,0,0,0,0,3,0,1,1,0,4,0.220243,0.342377,0.122782,0.167436,0.609521,0.102078,0.216831,0.381832,0.6011,1.199874,1.051474,0.048728,0.758104,0.171367,2.118778,1.041927,1.038477,0.818747,3.545833,-0.104167,0,0,0
'@chrisbooker @theperezhilton php 54 though kardashian stuff go head hilarious like gleeful little boy ð',3,1,3,0,7,0,3.04,-1.455,0.416,-1.169,0,0,1,0,1,0,1,0,1,1,0.507639,0.361142,0.48946,0.500093,0.248356,0.221688,0.183988,0.399248,1.455386,0.707765,0.641376,0.82623,0.969681,0.039826,0.645494,0.165689,0.549056,0,1.101667,-0.874851,0,0,0
'@thesandragal glad see fun sun water sport always fun challenging exhilarating #happiness #beauty',4,1,4,1,14,0,9.101,-0.238,10.878,-0.453,0,4,0,0,4,0,1,1,0,4,0.368391,0.850205,0.115104,0.263061,0.949055,0.121475,0.610377,0.542835,0.966546,2.091118,0.469136,1.698254,0.239045,0.063325,5.183888,1.138431,1.112659,1.338194,0.680208,-0.069643,0,0,0
'may day filled #peace #love n #laughter nice day full #success #jummah mubarak ð good morning ☕ @waseembad',2,0,2,0,6,0,4.26,-0.221,11.828,-0.042,0,1,0,0,1,0,1,1,0,2,0.683116,1.365262,0.166513,0.432104,1.990346,0.546487,0.548158,1.075843,1.301203,3.208405,0,0.100937,0,0.425403,10.835414,0.350272,0.745539,1.544894,3.896355,0,0,0,0
'2 day #gopackgo 23 day #gogipego ... i\'m excited',1,0,1,0,3,0,1.556,-0.586,2.423,-0.166,0,1,0,0,1,0,1,1,0,1,0.117437,0.134352,0.085359,0.11057,0.054679,0.059963,0.043879,0.090049,0.554435,0.173621,0,1.060642,0,0.969821,1.624103,0.296602,0,0,0.169048,-0.0625,0,0,0
'funny everyone came life like far i\'m cheerful self confident could make 3abla kaml fg2a kda ð ',4,0,3,1,10,0,3.457,-1.006,2.542,-1.956,0,0,0,0,2,0,1,1,0,2,0.596953,0.414455,0.583867,0.563297,0.435351,0.325192,0.309642,0.535559,1.97423,1.183175,0.21477,0,0.839318,0.680322,1.897431,1.041927,1.016398,1.135892,1.815095,-0.079167,0,0,0
