x1,mpqa-posCount,mpqa-negCount,BingLiu-posCount,BingLiu-negCount,AFINN-posScore,AFINN-negScore,S140-posScore,S140-negScore,NRC-Hash-Sent-posScore,NRC-Hash-Sent-negScore,NRC-10-anger,NRC-10-anticipation,NRC-10-disgust,NRC-10-fear,NRC-10-joy,NRC-10-sadness,NRC-10-surprise,NRC-10-trust,NRC-10-negative,NRC-10-positive,NRC-10-Expanded-anger,NRC-10-Expanded-anticipation,NRC-10-Expanded-disgust,NRC-10-Expanded-fear,NRC-10-Expanded-joy,NRC-10-Expanded-sadness,NRC-10-Expanded-surprise,NRC-10-Expanded-trust,NRC-10-Expanded-negative,NRC-10-Expanded-positive,NRC-Hash-Emo-anger,NRC-Hash-Emo-anticipation,NRC-Hash-Emo-disgust,NRC-Hash-Emo-fear,NRC-Hash-Emo-joy,NRC-Hash-Emo-sadness,NRC-Hash-Emo-surprise,NRC-Hash-Emo-trust,SentiWordnet-posScore,SentiWordnet-negScore,Emoticons-posScore,Emoticons-negScore,Negation-negationCount
'home sick ... ð¼ blue ð¼ cure need idea ð¸ ð­ #sorethroat #sick #blues #music #fallweather #carletonuniver',0,1,1,1,0,-2,2.423,-3.149,4.069,-5.288,0,0,1,0,0,2,0,0,1,0,0.33588,0.834443,0.116415,0.236081,0.661881,0.236947,0.221941,0.396404,1.333296,1.138007,0.596659,0.002187,2.279313,0.351769,1.585943,2.196329,0.925212,0,0.095833,-1.249653,0,0,0
'wish anxiety depression even worst people fun #anxiety #depression',3,3,1,3,5,-5,0.654,-6.879,0.476,-8.191,1,2,0,1,1,2,0,0,2,1,0.441722,0.193057,0.859216,0.598995,0.070832,0.686064,0.228196,0.120673,1.540817,0.213771,0.79509,0,1.028133,5.698204,0.341551,2.402731,0.335039,0,0.329167,-2.190436,0,0,0
'sorry main twitter im depress',0,2,0,2,0,-1,0.443,-3.648,0.181,-3.832,0,0,0,1,0,1,0,0,1,1,0.261254,0.101461,0.111421,0.178104,0.04874,0.455626,0.062269,0.135544,1.038747,0.136185,0.19106,0,0.2549,0.006043,0,2.533354,0.928595,0.09886,0.177083,-0.75,0,0,0
'@markgatiss i\'m surrounded trump voter right fucking terrifying #redstate #despair',3,0,2,1,0,-4,0.599,-3.038,0.821,-7.316,0,0,0,0,0,0,1,0,0,0,1.342223,0.171557,1.382119,1.149431,0.094898,0.965953,0.230369,0.178349,2.783019,0.31634,1.659474,0,1.284011,1.597556,0.711922,1.89034,0,0,0.990012,-0.3125,0,0,0
'come funeral tomorrow 12 mourn death gpa',0,2,0,2,0,-5,0,-7.199,1.638,-2.471,1,2,1,1,0,3,1,0,2,0,0.069523,0.22511,0.016812,0.063384,0.18925,0.05028,0.084473,0.271884,0.132233,0.324924,0.014634,0.382005,0.416984,1.62479,0.601335,3.950971,0.281279,0,0.036802,-0.66369,0,0,0
'@tnfryed jesus made think vols v fl game i\'ve seen i\'ve never seen win #depression',0,1,1,0,5,0,1.806,-1.211,0.542,-6.186,0,0,0,0,0,0,0,0,0,0,0.870774,0.66044,0.47171,0.756077,0.741631,0.481296,0.638111,1.151254,2.04474,1.973322,0.002799,0.43989,0.647394,1.517547,1.060795,0.696817,1.48637,0.37144,0.488311,-0.708333,0,0,1
'spending £ 450 @debenhams offered £ 5 voucher asked could spend weekend told valid today #unhappy',1,0,0,0,0,0,1.508,-2.362,2.643,-4.62,0,0,0,0,0,0,0,1,0,0,0.548188,0.585983,0.074236,0.247152,0.466542,0.226732,0.375175,0.722662,1.000255,0.993529,1.267639,0,0.961297,0.122503,2.542168,1.424341,0.749431,0,0.572917,0,0,0,0
'thought pretty solid gpa kin major look average dpt program feel even discouraged ð',3,0,2,0,3,-2,1.19,-5.388,3.237,-2.615,0,2,0,0,1,0,0,1,0,3,0.186193,0.157618,0.201677,0.132864,0.079231,0.102711,0.095354,0.264412,0.671061,0.347849,0.080191,2.327144,0.536941,1.100667,0.173762,0.740726,1.892582,0,1.179654,-0.507134,0,0,0
'depress ð',0,1,0,1,0,0,0,-2.03,0,-1.6,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.220582,0,0,0,-0.104167,0,0,0
'lament nsaddened heart nso far nyet near nthe year ntough scarred nthis lonesome nroad nstill feared #depression n n #poetry #poem',1,3,0,3,0,-2,0,-4.833,3.114,-6.375,0,0,1,1,0,2,0,0,2,0,0.889032,0.524553,0.635377,1.648668,0.332819,1.848009,0.281181,0.351646,3.086746,0.681205,0,0.092614,1.507889,3.987618,0.568178,1.297094,0.331988,0.270179,0.199107,-1.40625,0,0,0
'summer officially end today #sadness',0,0,0,0,0,0,0,-0.687,1.196,-1.772,0,0,0,0,0,0,0,0,0,0,0.020105,0.03965,0.008657,0.023254,0.026527,0.006842,0.019338,0.05624,0.08358,0.119177,0,0.603635,0,0.458766,0.867147,2.54145,0.238379,0,0.1875,0,0,0,0
'well evaluation came back minimally effective student test score parcc sunk eval time quit teaching',3,1,2,1,2,0,2.667,-2.664,1.921,-3.19,0,2,1,1,1,1,1,1,2,2,0.081755,0.32579,0.022003,0.069216,0.13982,0.045089,0.110941,0.386557,0.174054,0.87509,0.755404,1.543967,0.132078,2.034266,0.732505,0,2.288107,0,3.201868,-0.354167,0,0,0
'bad news fam life still hard awful #depression #anxiety #atleastihavebuffy',0,3,0,3,0,-7,0.516,-4.599,1.117,-7.431,2,0,2,2,0,2,0,0,2,0,0.188075,0.229918,0.069577,0.1619,0.182387,0.12683,0.064471,0.28628,0.773746,0.638975,0.038731,0.414742,0.612368,3.431153,1.28966,1.11022,0.410544,0.442052,0.1125,-4.14508,0,0,0
'oh get #depression happy think i\'ve tried thousand time already helping',1,0,2,0,5,0,1.561,-2.231,1.378,-4.069,0,2,0,0,1,0,0,1,0,1,0.517788,0.486293,0.199142,0.34854,0.331372,0.18345,0.325775,0.399865,1.657038,0.778917,0.164112,0.178066,0.298002,2.411586,1.704131,1.239087,0.722827,0.09886,1.854067,0,0,0,0
'im really constipated depressing',0,1,0,1,0,-2,0,-3.762,0,-1.899,0,0,1,0,0,1,0,0,1,0,0.347856,0.067569,0.343552,0.265976,0.043909,0.284907,0.075503,0.074312,1.308247,0.206659,0.053517,0,0,0,0,1.679451,0.163425,0,0.5625,-0.625,0,0,0
'health insurance cover tm let know cover ect #mentalhealth #psychology #depression #tms #ect',0,0,0,0,0,0,1.692,-1.571,4.601,-5.199,0,0,0,0,0,0,0,2,0,0,0.395047,0.321601,0.163969,0.332966,0.186338,0.189474,0.233119,0.360204,1.2741,0.488293,1.059232,1.215827,1.635712,4.203192,0.373262,0.696817,0.299781,0.325679,0.759049,-0.041667,0,0,0
'somewhere #hope #despair day #meetingmyabuserincourt n #dvsurvivor',0,0,0,0,0,0,0.183,-0.345,2.625,-1.14,0,0,0,0,0,0,0,0,0,0,0.062703,0.087856,0.035434,0.076003,0.030268,0.066421,0.020176,0.074556,0.186259,0.133744,0.291961,0,0,0.014828,2.027324,2.038641,0,1.337519,0.084524,-0.3125,0,0,0
'@christy_rtr @doge_e_fresh i\'m despondent',0,1,0,1,0,-3,0,-0.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.375,0,0,0
'2 application db still waiting year going loose job ð ð¿ @govuk #thanks #unhapp',0,0,0,1,0,-3,0,-2.112,1.117,-1.649,0,0,0,0,0,0,0,0,0,1,0.391632,0.440086,0.184761,0.318609,0.405906,0.187161,0.156867,0.328786,1.421661,0.908137,0.590625,1.694871,0.3122,2.818594,0.178109,0.061785,0.210956,0,0.160714,-1.424813,0,0,0
'miss social medium place get laugh jump dm lol ... shit depressing ð',0,3,0,3,4,-8,3.361,-4.969,0.576,-4.938,1,0,2,0,2,1,1,0,2,2,0.30267,0.242084,0.31591,0.162938,0.094254,0.052084,0.206459,0.11559,1.153355,0.195962,0.544687,1.176312,0.217637,0.355634,0.935258,3.515589,1.427155,0.172968,0.213375,-1.484004,0,0,0
'@hayles_101 three r\'s depress',0,1,0,1,0,0,0.336,-2.164,0.147,-1.6,0,0,0,1,0,1,0,0,1,0,0.03227,0.04828,0.006765,0.035168,0.029511,0.01359,0.02367,0.017336,0.106274,0.045563,0,0,0,0.042411,0.12838,2.220582,0.031727,0,0,-0.104167,0,0,0
'many gloomy day',0,1,0,1,0,-2,0.183,-1.417,2.562,-0.595,0,0,0,0,0,1,0,0,1,0,0.027773,0.048341,0.028986,0.028785,0.035724,0.01851,0.023179,0.04656,0.212254,0.095166,0,0,0,0,0.619082,2.206914,0.029041,0,0.084524,-0.510417,0,0,0
'weather sure match mood state today .. #gloomy',1,0,0,0,0,0,0.551,-0.887,1.982,-5.344,0,0,0,0,0,0,0,0,0,0,0.129157,0.24351,0.041733,0.078963,0.170729,0.04857,0.137692,0.241043,0.475657,0.403836,0.351584,0.732916,0,0.568447,0.604991,4.489071,0.309749,0,0.823897,-0.3125,0,0,0
'dirty self loathing attitude mope talking',0,3,0,3,0,-6,1.333,-1.514,0.571,-4.476,0,0,2,0,0,0,0,0,2,0,0.215189,0.095194,0.054401,0.098356,0.090597,0.048088,0.057372,0.12197,0.443659,0.257266,0.437683,0.115256,1.755919,0,0.326514,0,0,0.599627,0,-1.841621,0,0,0
'wearing black tomorrow continue mourn life recent victim police brutality #blackout #wu',0,3,0,2,0,-5,0.837,-6.812,2.009,-3.882,2,2,0,3,0,3,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,1.192304,1.628674,2.735851,0.933219,2.417341,0.268729,0.543829,0.2125,-1.924797,0,0,0
'person dislike fall #firstdayoffall #leaves #thingsdie #depressing #cold #noflipflops ð ð¾ ð ',0,2,0,2,0,-2,0.108,-1.918,0.54,-6.742,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.688959,0,1.603506,0.292792,0.096277,3.240615,0,0.072686,0,-0.570841,0,0,0
'soul weary fighting battle world #blackinamerica #wearenotsafe',0,2,0,1,0,-5,0.949,-1.146,1.566,-0.624,2,0,0,0,0,1,0,0,3,0,0.020836,0.110893,0.009123,0.036122,0.16167,0.068091,0.023262,0.155847,0.054991,0.532391,0.224405,0.705723,0.14688,0.225499,1.371914,0.446637,0,0.389679,0.3125,-0.3125,0,0,0
'prayer family friend member @vcfd mourn loss engineer ryan osler #lodd #rip',1,2,0,2,1,-5,1.542,-5.601,1.283,-3.515,1,0,0,1,1,2,0,1,2,1,0.360406,0.225661,0.179777,0.439889,0.578374,0.448941,0.096723,0.529672,0.80943,1.059878,0.554447,0.323829,0.439231,0,1.408814,5.50612,0.313212,0.791559,0.1875,-0.677778,0,0,0
'wish appreciated turn taken care want break #tired',3,1,1,1,6,0,2.107,-3.055,0.269,-3.561,0,0,0,0,0,0,1,0,0,0,0.391048,0.719237,0.133233,0.22149,0.861267,0.274092,0.29983,0.691228,1.071964,1.175222,1.067624,0.074155,0.260111,0.194059,0.50043,1.201521,0.262592,0.699254,0.604054,-0.034531,0,0,0
'@pureleine though lately bad depression feel like body like taking little get',2,3,2,2,4,-3,0.075,-5.436,0.637,-3.169,1,0,1,1,0,2,0,0,2,0,0.831009,0.334958,0.920768,0.868791,0.144578,0.380817,0.235555,0.194141,2.750562,0.375751,0.201654,0.027056,0.741278,0.610835,0.205642,1.719626,0.453262,0,2.06159,-3.074801,0,0,0
'left #maine #sadness',0,0,0,0,0,0,0,-0.878,0,-1.773,0,0,0,0,0,0,0,0,0,0,0.024211,0.07028,0.008717,0.023526,0.06025,0.029738,0.02279,0.074797,0.117879,0.114593,0,0,0,0.463095,0,2.383487,0,0,0,-0.125,0,0,0
'fucking sad person love try fighting happiness anything',2,2,2,2,6,-8,2.619,-4.633,1.951,-3.827,1,1,0,0,2,0,0,0,1,2,1.236213,0.207673,1.011979,0.727783,0.053078,1.257878,0.230723,0.154618,2.452268,0.133729,1.436866,0.035635,0.495432,0,2.4488,1.70034,0.077791,0.888025,1.947321,-0.645833,0,0,0
'@jccrocker #charlotteprotest u #wait 4 fact #video u #hate ask question later #sad #protest #policeshootings #suggestions',0,0,0,0,0,0,4.687,-5.212,2.632,-8.878,0,0,0,0,0,0,0,1,0,1,1.855099,0.783993,1.438927,1.186377,0.362119,1.465508,0.437482,0.647889,3.677828,0.892727,1.001604,0.239461,1.887193,0,0,2.21694,0,0.368123,0.46875,0,0,0,0
'interesting photo mono lisa cry well whole scene depressing #ele6200',2,2,2,2,2,-3,2.7,-4.68,2.819,-1.46,0,0,1,0,0,2,0,0,2,1,0.109964,0.183174,0.082194,0.092288,0.190547,0.063872,0.118073,0.387613,0.490792,0.780722,0,1.146785,0.968917,0.385877,0.061866,2.929944,1.216396,0,2.157969,-1.089583,0,0,0
'news disheartening everything going result lack understanding misinformation medium #sadness',1,2,0,2,0,-4,0.544,-6.457,0.785,-8.266,0,1,0,0,0,1,0,1,2,1,0.256968,0.23034,0.095536,0.123805,0.108671,0.051398,0.094249,0.255679,0.563694,0.396227,0.085231,1.37056,0.056323,0.640659,0.281214,2.907381,0.42438,1.477646,0.48125,-0.875,0,0,0
'never ever unhappy life lmao',0,1,0,1,4,-2,0.596,-2.843,0.119,-3.036,1,0,1,0,0,1,0,0,1,0,0.421837,0.115582,0.618217,0.42034,0.118365,0.321317,0.262642,0.101916,1.461621,0.165224,0.262984,0.037255,0.591574,0,1.229687,0.899032,0.175645,0.288281,0.025,-1.266667,0,0,1
'@lebara worst possible decision could made arriving uk shocking service poor coverage #unhappy',0,3,0,3,0,-7,0.532,-6.013,0.798,-11.586,0,0,0,0,0,0,0,0,0,0,1.163147,0.733258,1.789571,1.2174,0.250714,1.704179,0.520921,0.504776,3.409218,0.900038,1.096917,1.960769,2.100038,1.545867,0.206512,2.145131,0.47142,0.136731,0.520833,-2.433333,0,0,0
'condolence jc george family .. #sad',0,1,0,0,0,0,0.897,-6.128,0.84,-5.251,0,0,0,0,0,1,0,0,0,1,0.529911,0.25524,0.579819,0.356082,0.614559,0.655486,0.125,0.536808,1.292358,1.145447,0,0,0.08288,0,0.518191,2.306017,0.77328,0,0.012649,0,0,0,0
'one want win wild card play cub road #sadness',1,1,1,1,5,0,0.971,-1.187,1.156,-2.774,0,0,0,0,0,0,1,0,1,0,0.415695,0.462756,0.123664,0.175885,0.266202,0.197781,0.382625,0.21812,0.93253,0.614413,0.54216,0.829547,0,0.346011,0,2.336351,0.382687,0,0.508586,-0.469112,0,0,0
'groom gloom',0,1,0,1,0,-1,0.4,-1.017,0.227,-1.313,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.513625,0,0,1.258806,0,0,0,0,0,-0.197917,0,0,0
'think go work tomorrow since val left #gbbo need day mourn',0,1,1,1,0,-2,0.444,-6.35,2.583,-2.787,0,1,0,0,0,1,0,0,1,0,0.383059,0.378002,0.12176,0.255552,0.171038,0.116396,0.224678,0.416758,1.147116,0.706481,0.340013,0.178913,0.013238,1.401555,1.100914,2.161797,0.304233,0,0.470212,-0.6375,0,0,0
'good morning lovely people gonna lie i\'ve woken feeling pretty glum',3,2,3,2,8,-2,2.895,-4.915,4.645,-1.372,2,4,2,1,4,4,3,4,3,4,0.086265,0.097813,0.031855,0.063107,0.020915,0.074271,0.028907,0.039531,0.573806,0.068682,1.282499,0.106641,0.657018,0.585291,2.481752,0.208482,1.216387,0.497259,3.21064,-0.51875,0,0,0
'@6itmap can\'t help feel melancholic',1,0,0,0,2,0,0,-2.142,0,-1.212,0,0,0,0,0,1,0,0,1,0,0.039124,0.145657,0.002413,0.024132,0.218524,0.026873,0.052975,0.429068,0.055015,0.628943,0,0,0.085605,0.214078,0,0.362404,0,0.108699,0.349802,-0.4375,0,0,1
