x1,mpqa-posCount,mpqa-negCount,BingLiu-posCount,BingLiu-negCount,AFINN-posScore,AFINN-negScore,S140-posScore,S140-negScore,NRC-Hash-Sent-posScore,NRC-Hash-Sent-negScore,NRC-10-anger,NRC-10-anticipation,NRC-10-disgust,NRC-10-fear,NRC-10-joy,NRC-10-sadness,NRC-10-surprise,NRC-10-trust,NRC-10-negative,NRC-10-positive,NRC-10-Expanded-anger,NRC-10-Expanded-anticipation,NRC-10-Expanded-disgust,NRC-10-Expanded-fear,NRC-10-Expanded-joy,NRC-10-Expanded-sadness,NRC-10-Expanded-surprise,NRC-10-Expanded-trust,NRC-10-Expanded-negative,NRC-10-Expanded-positive,NRC-Hash-Emo-anger,NRC-Hash-Emo-anticipation,NRC-Hash-Emo-disgust,NRC-Hash-Emo-fear,NRC-Hash-Emo-joy,NRC-Hash-Emo-sadness,NRC-Hash-Emo-surprise,NRC-Hash-Emo-trust,SentiWordnet-posScore,SentiWordnet-negScore,Emoticons-posScore,Emoticons-negScore,Negation-negationCount
'im mad power ranger im incensed im furious',0,2,0,2,0,-8,0.253,-2.437,1.376,-1.685,2,0,2,1,0,1,0,1,2,0,0.183466,0.127446,0.037253,0.072865,0.103798,0.147965,0.053666,0.217302,0.700721,0.62054,2.354281,0,0,0.039208,0,0,0,0,0.046875,-0.422917,0,0,0
'wont use using @mothercareuk @mothercarehelp guy cant get nothing right #fuming',1,0,1,0,0,0,1.021,-2.925,0.344,-4.607,0,1,0,0,0,0,0,0,0,0,0.517798,0.304276,0.154757,0.250982,0.120676,0.204168,0.205041,0.197777,1.499005,0.470536,2.617149,0,0.869041,0.333051,0.229401,0.248919,0.307713,0.131416,1.181958,-0.025,0,0,3
'bitch aggravate like inspires biggest cunt known man kind',2,2,1,3,6,-12,2.202,-0.749,2.087,-4.049,1,0,1,1,1,1,0,1,1,1,1.250537,0.438578,1.391508,1.108288,0.654807,0.693605,0.348342,0.465723,2.955012,1.057396,1.485306,0.073129,2.049389,0.282602,0,0.464478,0.946256,0.40344,1.755357,-0.739583,0,0,0
'@dapperlaughs come glasgow night working fucking gutted waiting appearance age #raging',0,0,0,1,0,-4,0.747,-4.37,2.128,-3.662,0,0,0,0,0,0,0,0,0,1,0.97672,0.297462,0.883855,0.603275,0.248979,1.071696,0.166979,0.340545,1.913569,0.402928,2.887146,2.237325,0.634422,1.513106,0.402852,0.847638,0.746637,0.421441,0.490076,-0.0625,0,0,0
'fuking fuming ð',0,0,0,0,0,-6,0,-3.926,0,-2.454,1,0,0,0,0,0,0,0,1,0,0.285526,0.013251,0.4954,0.063298,0.002375,0.101344,0.008149,0.004579,0.89566,0.004446,2.118989,0,0,0,0,0,0,0,0,0,0,0,0
'zero help @ups customer service pushing buck back forth promising callback ’ happen #anger #loathing',3,0,1,0,2,0,1.618,-2.484,0.872,-5.737,0,1,0,1,0,0,1,0,1,3,0.188679,0.340991,0.026527,0.069103,0.3087,0.063802,0.134846,0.610714,0.338421,0.94894,3.281684,1.312009,1.016728,0.519219,0.028218,0.03026,0.632945,0.475332,0.764385,-0.702083,0,0,0
'@arizonacoyotes mention gra guy stop let\'s 2 ppl front go wtf blood boiling',0,2,0,1,0,-5,1.944,-3.525,0.581,-3.847,0,0,0,0,0,0,0,0,0,0,0.767947,0.240064,0.580765,0.431986,0.103435,0.316056,0.087203,0.175777,1.618887,0.346368,2.390025,0,2.156806,0.350955,0,0.125826,0.870872,0.097774,0.264167,-0.36916,0,0,0
'hate lawn mower soul i\'d condemn fiery pit hell',1,3,1,3,0,-9,0.477,-3.317,1.008,-5.188,3,0,2,2,0,2,0,0,3,0,0.370119,0.198064,0.213406,0.70553,0.186176,0.366135,0.133672,0.235215,0.772345,0.584102,2.253086,0.291568,0.88887,0.342516,1.570093,0.472128,0,0.116762,0,-1.583929,0,0,0
'people offended kendall end photo shoot like seriously shut fuck',1,1,1,1,2,-7,1.241,-2.159,1.365,-4.894,2,0,0,1,0,1,0,0,2,0,1.226984,0.092175,0.977753,0.95516,0.069638,0.476117,0.134043,0.190621,2.51312,0.30029,2.723256,0,2.194545,0.095791,0,0.448064,0.925636,0.708126,0.935417,-0.32182,0,0,0
'i\'m block everyone everywhere posting storm think everyone aware damn rain quit #damn',0,4,0,1,0,-3,2.242,-4.302,3.532,-3.596,2,0,1,0,0,0,0,0,3,0,0.503674,0.508976,0.470741,0.527537,0.472117,0.208396,0.320257,0.665281,1.792217,1.624272,2.601731,0.414466,1.564094,0.680629,0.753124,1.085217,0.424232,0.49846,0.817478,-1.04003,0,0,0
'making buddy cry bitch wait revenge ð¤ ',0,3,0,3,0,-8,1.381,-1.989,0.748,-1.675,2,3,1,2,1,2,1,1,4,1,0.070813,0.087148,0.015037,0.034904,0.052249,0.009486,0.03507,0.019175,0.078021,0.091725,0.878791,1.254694,0.536489,0.858542,0.107963,1.770375,0,0.180372,0.0625,-1.495833,0,0,0
'be tell true blooded hoopjunkie switch f c @n team juz destroyed team juz #insult',1,0,0,0,2,-3,1.896,-2.051,0.402,-7.363,1,0,0,1,1,1,0,3,1,1,0.73421,0.276245,0.134725,0.329944,0.191494,0.181622,0.398903,0.401585,1.259204,0.480037,0.578131,0.455032,0.360308,0.314135,0.156472,0.049806,0.204167,0.714374,0.837727,-0.395833,0,0,0
'got response #irate customer #amazon ð ð nwhy can\'t understand always amazon fault .. n #carrie',1,1,0,1,0,0,0.702,-2.587,1.788,-3.634,0,0,0,0,0,1,0,0,1,1,0.441845,0.285484,0.123686,0.227006,0.190923,0.137407,0.176612,0.379853,1.248199,0.766512,3.080285,0.650513,1.401567,0.449716,0.099135,0,0.292719,0.28169,0.4125,-0.775298,0,0,1
'tasers immobilize taser someone fuck need shoot one second later really sick #rage #wtf #murder',0,1,0,2,0,-7,0.966,-5.814,0.206,-10.173,1,0,1,1,0,1,0,0,2,0,1.857174,0.700383,1.463212,1.57983,0.228174,1.084709,0.341653,0.544081,4.184506,0.640366,3.299136,0.005811,2.766144,1.387168,0,0,0.163425,0,1.025189,-0.816314,0,0,0
'@lekingcoq @mistaaggy @giovanniidc way blood boiling little bastard',0,4,0,2,0,-5,0.168,-1.564,0.45,-1.513,0,0,1,0,0,1,0,0,1,0,0.03912,0.099854,0.023427,0.046721,0.057297,0.031056,0.043487,0.089135,0.205411,0.143749,1.99009,0,0.714506,0.311129,0.017656,0,0,0.035886,0.011364,-1.968452,0,0,0
'actually fuming nothing wear saturday',0,0,0,0,0,-2,0.236,-2.08,0.717,-2.184,1,0,0,0,0,0,0,1,2,0,0.208959,0.196244,0.101923,0.146849,0.121161,0.119687,0.153065,0.156892,0.790851,0.223559,1.298075,0.056254,0.336012,0.292756,0.556329,0,1.088122,0,0.229167,-0.275794,0,0,1
'@divamagazine straight people even arse straight guy think mean threesome fine #angry #fuming',3,1,1,1,4,0,1.094,-0.943,1.017,-8.821,0,0,0,0,0,0,0,0,0,0,0.743715,0.302789,0.443304,0.500095,0.273597,0.221027,0.385335,0.36385,2.334994,0.614837,4.150446,0,1.939286,0,0,0.00834,0.307713,0.07758,1.029382,-0.494625,0,0,0
'bloody parking ticket ð ð¸ #',0,1,0,1,0,-3,0.221,-2.229,0.446,-0.475,1,0,1,1,0,1,0,0,1,0,0.076633,0.067433,0.020587,0.040208,0.019665,0.045797,0.028395,0.086204,0.236247,0.093628,1.687109,0,0.026605,0.09468,0,0,0,0,0,-0.291667,0,0,0
'ever find people around really irritate sometimes that\'s right ð',1,1,1,1,0,-3,0.503,-2.014,0.129,-2.684,0,0,0,0,0,0,0,0,0,0,0.987761,0.332459,0.518797,0.677102,0.190911,0.592578,0.317132,0.2201,2.572126,0.5287,1.930856,0,0.709934,0.443149,0,0.092744,0.257359,0.456847,1.991297,0,0,0,0
'get angry people know stop sign francis foster #road',0,1,0,1,0,-4,0.175,-1.846,2.564,-2.802,1,0,1,0,0,0,0,0,1,0,0.237273,0.25372,0.070309,0.18869,0.236769,0.120264,0.213262,0.960939,0.663108,1.027544,2.228732,1.107854,0.464299,0.284126,0.404695,0,0.672198,0.925539,0.790368,-0.296244,0,0,0
'fuck boiling inside gonna good let',1,1,1,2,3,-4,0.923,-2.146,0.921,-0.976,0,1,0,0,1,0,1,1,0,1,0.849485,0.193747,0.386845,0.482372,0.071471,0.346622,0.090503,0.103169,1.517095,0.132459,1.771794,0.323799,0.26128,0.188938,0.344825,0,0.500102,0.325679,2.71064,-0.291667,0,0,0
'@vodafoneukhelp @vodafoneuk wow bill £ 44.77 hav text u prove taken £ 148 #swines #fuming #con',1,0,1,0,4,0,2.604,-2.403,0.722,-7.253,0,0,0,0,0,0,0,0,0,1,0.295357,0.181789,0.101174,0.110715,0.163463,0.100156,0.251441,0.197008,0.856591,0.450798,2.072025,0.030035,0.115944,0.09957,0,0.303659,1.085599,0.966431,0.354167,0,0,0,0
'blame whole season natalie season would different turned back alliance #pissed',1,1,0,1,0,-2,0.822,-1.466,0.896,-3.676,1,0,1,0,0,0,0,1,1,0,0.195816,0.177948,0.135432,0.171252,0.250556,0.109408,0.087187,0.359985,0.754627,0.833579,1.104515,2.553563,0.331441,0.731545,1.256112,0.062651,1.509641,0.226694,0.98125,-0.833333,0,0,0
'since update @iphone loses power nearly 40 faster #furious',0,0,1,1,0,0,0.133,-6.757,0.885,-3.164,0,0,0,0,0,0,0,0,0,0,0.767022,0.486949,0.226507,0.571319,0.208062,0.696066,0.296462,0.415376,1.262815,1.063329,2.222435,0.413129,0.011967,1.648653,0,0.790445,0.150528,0,0.088542,0,0,0,0
'@bringyouhome2 i\'m fly fit rage fair',2,1,1,1,3,-2,0.422,-0.998,0.866,-0.524,1,0,0,0,0,0,0,0,1,1,0.05582,0.040975,0.010542,0.023255,0.027727,0.020506,0.010737,0.046416,0.082928,0.192136,1.49577,0,0,0.55609,0,0,0,0.105305,1.30878,-0.535417,0,0,0
'unbelievable take 10 minute get @barclaysuk there\'s fault call hang #fuming #treatcustomersfairly',0,2,0,3,0,-1,0.185,-1.804,0.497,-4.603,0,0,0,0,0,1,0,0,2,0,0.226674,0.231207,0.024479,0.098913,0.092475,0.04589,0.129985,0.097787,0.392736,0.216068,2.199,0,0.657506,0.777578,0,0.316905,0.718085,0,0.479505,-0.924648,0,0,0
'@ggreenwald @susansarandon blaming 5 fucking idiot putting world middle tantrum one',0,2,0,3,0,-9,0.681,-4.019,0.893,-3.845,0,0,1,0,0,0,0,0,1,0,2.008295,0.264332,1.419295,1.170524,0.088703,0.945523,0.21277,0.118897,3.061894,0.191014,3.028265,0,0.685846,0,0.275509,0.274672,0.635236,0,0.06875,-0.5,0,0,0
'@sunandbeachbum people infuriate',0,1,0,1,0,-2,0.014,0,0,-2.114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71168,0,0.464299,0,0,0,0,0,0,0,0,0,0
'@rtrn94 mine party decide party slowly transformed vengeful hell-cult white male resentment',1,3,0,3,0,0,2.64,-0.545,3.812,-0.213,2,1,1,1,1,1,0,1,2,1,0.047321,0.121044,0.019939,0.069237,0.066543,0.026524,0.037075,0.147048,0.177273,0.436197,0.608568,1.062777,0.199696,0.119802,0.079511,0.533862,1.017393,0,0.071528,-0.375,0,0,0
'#angry @wishshopping order 6 #months ago placed order 500 card billed never #received n #disappointing',0,0,0,0,0,0,0.536,-1.681,0.448,-7.42,0,0,0,0,0,0,0,0,0,0,0.32809,0.273061,0.189117,0.299171,0.164671,0.301982,0.164254,0.227867,0.864838,0.437711,2.114524,0.270366,1.042085,0.107035,0.478803,0.171467,0.894492,0.598882,0.068561,-0.354167,0,0,1
'still can\'t log fucking snapchat #snapchat #snap',0,0,0,1,0,-4,0,-2.849,0.344,-2.659,0,0,0,0,0,0,0,0,0,0,0.66758,0.040407,0.678879,0.326022,0.013389,0.287392,0.035319,0.025344,1.306262,0.045908,1.46131,0,0.381081,0,0,0,1.729211,0,0,-0.676488,0,0,1
'@thomsoncares sam yes helpful need sorting asap keep promising stuff happen #fuming',3,0,2,0,3,0,2.567,-1.237,1.019,-4.408,0,1,0,0,1,0,0,1,0,2,0.212959,0.391233,0.036127,0.124988,0.264207,0.061076,0.157705,0.526814,0.623864,0.907319,2.72662,0.952137,0,1.231328,0.857999,0.03026,0.897176,0.748629,0.5,-0.295461,0,0,0
'someone let snake house bet @ya_boi_huck kill bugger get hand #rage #huckfp2',0,1,0,1,0,-3,0.49,-3.519,0.795,-3.344,0,0,1,2,0,1,0,0,2,0,0.407001,0.250056,0.256322,0.262605,0.104225,0.288511,0.158428,0.184184,1.450718,0.275349,3.215868,0.286654,1.353894,1.238564,0,0,0.127129,0.325679,0.432423,-0.612054,0,0,0
'ef whichever butt wipe pulled fire alarm davis bc sound asleep #pissed #upset #tired #sad #tired #hangry',1,1,0,1,0,-4,1.728,-9.284,3.173,-14.998,0,0,0,2,0,0,1,0,2,0,0.691163,0.209482,0.61768,0.400707,0.114566,0.728965,0.090463,0.361279,1.565861,0.62127,6.142062,1.058823,1.327044,0.897109,0.47631,3.803074,0.326148,0,1.123214,-0.366865,0,0,0
'@dapperlaughs come glasgow night working fucking gutted waiting appearance age',0,0,0,1,0,-4,0.747,-4.37,2.128,-1.576,0,0,0,0,0,0,0,0,0,1,0.97672,0.297462,0.883855,0.603275,0.248979,1.071696,0.166979,0.340545,1.913569,0.402928,1.520744,2.237325,0.634422,1.513106,0.402852,0.847638,0.746637,0.421441,0.490076,-0.0625,0,0,0
'feel furious',0,1,0,1,0,-3,0.253,-0.923,0.665,-0.566,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.235076,0,0.085605,0.068826,0,0.362404,0,0,0.141667,-0.03125,0,0,0
'mexican lady irritate fuck outta lil preschool fucking kid welfare alllat smh',2,1,0,3,0,-11,0.817,-5.191,0.625,-8.041,0,0,0,0,0,0,0,0,0,0,2.431934,0.39011,1.952197,1.269556,0.338722,1.09242,0.217316,0.328614,4.45875,0.561817,3.410814,0.506027,3.109978,0,0.16715,0.775867,1.042964,0,0.5,-0.1625,0,0,0
'still can\'t log fucking snapchat #snapchat',0,0,0,1,0,-4,0,-2.849,0.344,-2.659,0,0,0,0,0,0,0,0,0,0,0.66758,0.040407,0.678879,0.326022,0.013389,0.287392,0.035319,0.025344,1.306262,0.045908,1.46131,0,0.381081,0,0,0,1.729211,0,0,-0.676488,0,0,1
'blame whole season natalie season would different turned back alliance #pissed #bitter',1,1,0,1,0,-2,0.822,-1.466,0.896,-5.625,1,0,1,0,0,0,0,1,1,0,0.195816,0.177948,0.135432,0.171252,0.250556,0.109408,0.087187,0.359985,0.754627,0.833579,1.959066,2.553563,0.863141,0.731545,1.256112,0.203792,1.509641,0.226694,0.98125,-0.833333,0,0,0
'people irritate mf soul',0,1,0,1,0,-3,0.412,-0.999,0.416,-2.634,0,0,0,0,0,0,0,0,0,0,0.880485,0.216785,0.500683,0.505827,0.173354,0.453609,0.117378,0.182702,1.649792,0.553311,2.219532,0,0.94721,0,1.096405,0.291766,0,0.779936,0.083333,0,0,0,0
'im angry ð',0,1,0,1,0,-3,0,-1.53,0,-0.503,1,0,1,0,0,0,0,0,1,0,0.048312,0.018405,0.011733,0.015312,0.017216,0.047271,0.00667,0.015229,0.225195,0.0458,1.235446,0,0,0,0,0,0,0,0,-0.260417,0,0,0
'people fuckin irritate',0,1,0,1,0,-7,0.014,-1.402,0,-1.873,0,0,0,0,0,0,0,0,0,0,1.181719,0.103817,0.786628,0.54145,0.012917,0.521226,0.087186,0.011873,1.897256,0.018574,2.417334,0,0.744097,0,0,0,0,0,0.083333,0,0,0,0
'@leesyatt cruel cruel man #therewillbeblood #revenge',0,2,0,2,0,-6,0,-2.459,1.49,-1.308,2,0,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1.01218,0.01725,2.179914,0,0,0.971962,0,0.087666,0.017857,-0.625,0,0,0
'way ur angry literally feel ur blood boiling',0,3,0,2,0,-3,1.185,-3.576,0.295,-2.011,1,0,1,0,0,0,0,0,1,0,0.146115,0.13146,0.164711,0.067986,0.091914,0.053934,0.05455,0.124336,0.635542,0.222361,2.33764,0,0.926642,0.379955,0,0.362404,0.011294,0.570334,0.15303,-0.510417,0,0,0
'@katzeanilothei amount greedy mooching make snarl',0,2,0,2,0,-2,0.338,-0.718,0,-7.538,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.223761,0,1.50236,0,0,0.34878,0.0214,0,0.379678,-0.302083,0,0,0
'mind raging want end',1,2,0,1,1,0,0.299,-1.533,0.747,-0.281,1,0,1,1,0,0,0,0,1,0,0.253268,0.192465,0.091852,0.113903,0.02539,0.157944,0.061466,0.066569,0.655754,0.039433,1.177954,0,0,0.116566,0,0.209597,0.309143,0,0.185863,-0.322917,0,0,0
'absolutely fuming woman jumped prebooked taxi drove ð',0,0,0,0,0,-2,0.851,-2.84,0.635,-1.375,1,0,0,0,0,0,0,0,1,0,0.295091,0.104644,0.068314,0.105835,0.227796,0.043626,0.131163,0.248588,0.575546,0.641645,1.904065,0,1.090001,0.462335,0,0,0.326309,0.177092,0.479167,0,0,0,0
'i\'m nothing hateful bitter fag',0,2,0,2,0,-5,0,-2.647,0.215,-1.987,1,0,1,1,0,1,0,0,1,0,0.7295,0.094591,1.090115,0.450175,0.042911,0.805369,0.137064,0.103302,2.178025,0.091986,0.415091,0,2.938478,0,0.299195,0.329732,0,0.510595,0,-1.124738,0,0,1
'@fitnessfirstau something need done people hogging machine nobody use 3 machine one time #angry #notfair #whypay',0,0,0,0,0,0,0.578,-3.544,1.176,-8.031,0,1,0,0,0,0,0,2,0,0,0.758915,0.414873,0.439902,0.472283,0.203658,0.573471,0.175143,0.313267,2.24634,0.700662,3.596034,0,1.011891,0.169441,0.125975,0.975361,0.614039,0.148377,0.50744,-0.095833,0,0,0
'@jrdingy96 ikr people still got grudge reason like wtf',2,1,1,1,2,-4,0.014,-3.47,0.181,-5.263,1,0,0,0,0,0,0,0,1,1,1.095993,0.095811,1.19756,0.83465,0.060614,0.542402,0.133856,0.087629,2.90665,0.118382,1.443726,0,1.45857,0,0.099135,0.834288,0.340304,0.105469,1.020238,-0.801488,0,0,0
'@lynnew69 said talking will uncontrollable animal moving another link comment help #fuming',3,0,0,0,2,0,1.609,-1.969,2.218,-5.932,1,1,0,0,0,0,1,0,1,0,0.379195,0.461837,0.117119,0.23158,0.389383,0.193736,0.193716,0.685807,0.911588,1.105328,2.358761,1.712736,1.268231,0.599709,1.962934,0.016074,0,0.628265,0.478968,-0.922917,0,0,0
'@paulbushnell25 @ee bad news ordered online gone happened order phone #furious',0,1,0,1,0,-3,0.313,-4.964,0.405,-8.58,1,0,1,1,0,1,0,0,1,0,0.324567,0.199701,0.146692,0.241283,0.108434,0.312186,0.079572,0.266042,0.993547,0.412754,2.149075,0.949284,0.129829,0.271659,0,0.894134,0.765072,0,0.173864,-2.380496,0,0,0
'angry wanna cry ð¢ ',0,2,0,2,0,-4,0,-3.648,0,-1.374,1,0,1,0,0,1,0,0,2,0,0.219934,0.086957,0.202797,0.196168,0.007235,0.191865,0.019355,0.029734,0.734052,0.011881,1.478881,0,0,0,0,1.264814,0,0,0,-0.620833,0,0,0
'oooh god uuuggghhh',0,0,0,0,1,0,0.876,-4.999,0.306,0,0,1,0,1,1,0,0,1,0,1,0.028464,0.093567,0.012685,0.02453,0.095169,0.002417,0.096851,0.039153,0.087794,0.240358,0,0.830564,0,0,0.51661,0,0.596969,0.68451,0.03125,0,0,0,0
'boycotting @dunkindonuts till butter pecan come back furious',1,1,0,1,0,-5,1.165,-2.224,4.974,-2.849,1,0,1,0,0,0,0,0,1,0,0.2304,0.226549,0.069346,0.115734,0.185771,0.124472,0.091895,0.16966,0.605244,0.37652,1.238742,0.58693,1.628715,0.922726,0.056568,0,1.144154,0,0.343052,-0.03125,0,0,0
'2016 black people still fighting recognized human being #cantsleep #angry',0,1,0,0,0,-2,1.004,-1.826,0.563,-5.943,1,0,0,0,0,1,0,0,2,0,0.16709,0.204275,0.097983,0.129213,0.121609,0.136891,0.12489,0.112138,0.75752,0.288147,2.412357,1.542642,1.369868,1.066915,0,0.154871,0.56532,0.11259,0.416667,-1.767951,0,0,0
'mom cut phone i\'m furious ð',0,2,0,1,0,-4,0.253,-1.831,0.873,-0.388,1,0,1,0,0,0,0,0,1,0,0.031925,0.071263,0.018487,0.032964,0.076243,0.027429,0.029896,0.21651,0.088475,0.256448,2.04851,0,0.204404,0,0,0,0.368463,0,0.703847,-0.03125,0,0,0
'thing feed naay raging something brother filling gap',0,1,0,1,0,0,0.017,-0.926,0.789,-0.878,1,0,1,1,0,0,0,1,2,1,0.032226,0.039074,0.01391,0.046339,0.013636,0.014996,0.041858,0.057352,0.174663,0.075849,1.753342,0.330589,0.420978,0.325274,0.045167,0.007609,0.446193,0,0.104167,-0.370887,0,0,0
'can\'t believe achilles killed #angry',0,0,0,1,0,-3,0,-3.738,0.701,-4.383,0,0,0,0,0,0,0,0,0,0,0.871598,0.099245,0.359315,1.001832,0.058476,0.775805,0.235895,0.24505,1.599313,0.203209,1.427125,0,0.767765,0.201145,0,0.287452,0.180931,0,0.145833,0,0,0,1
'lost couple nigga want revenge put coach',1,2,0,2,1,-5,0.699,-2.626,0.765,-2.387,1,1,0,1,0,1,1,1,2,0,0.350205,0.201299,0.144682,0.15739,0.02877,0.171958,0.068483,0.096317,0.919623,0.059347,0.612782,0.934567,0.593001,0.263799,0,1.126597,0.165001,1.199348,0.040972,-1.438442,0,0,0
'@mjmralph poor packaging amazon fulfilled seller furious much ð',0,2,0,2,2,-5,1.16,-2.826,1.908,-3.195,1,0,1,0,0,0,0,0,1,0,0.326398,0.354931,0.73937,0.335763,0.825202,0.820522,0.098363,0.579645,1.258871,1.476889,2.922466,0,0.589504,0.223564,1.357354,0.754245,0.102784,1.590515,0.479167,-0.766667,0,0,0
'where\'s outrage black man kill another black man street',0,4,0,2,0,-6,0.424,-2.808,0.568,-2.78,1,0,1,1,0,3,0,0,4,0,0.044916,0.062152,0.057755,0.085173,0.040151,0.100665,0.04358,0.02314,0.424952,0.141011,1.167651,0.466984,1.51274,0,0.44317,0,0.062371,0.175333,0.060714,-2.57623,0,0,0
'make fucking irate jesus nobody calling ppl like hajime abusive stop strawman lmao',1,2,1,3,7,-11,1.06,-7.933,0,-8.165,1,0,0,0,0,0,0,0,1,0,2.174444,0.244509,2.23383,1.65352,0.32804,1.417863,0.22868,0.655665,4.341482,0.759038,3.166604,0.037255,2.667699,0,0.854283,0.428627,0.102848,0.515117,1.106761,-0.99416,0,0,0
'absolutely fuming i\'ve scratched car ð¡ ',0,0,0,1,0,-2,0.512,-4.713,0.23,-1.085,1,0,0,0,0,0,0,0,1,0,0.348186,0.056993,0.109349,0.167924,0.211124,0.237253,0.046305,0.145378,0.861713,0.587725,2.127956,0,0.307432,0.252353,0,0,0,0,0.416667,0,0,0,0
'@ms_heartattack holy shit bee sting like fuck dying',2,2,2,4,2,-11,0,-3.472,1.755,-2.523,4,0,2,3,0,1,0,0,3,1,0.907081,0.045979,0.757775,0.674239,0.02117,0.366147,0.081701,0.042655,1.784925,0.03487,1.394456,0,0.699512,1.081898,0,0.322339,1.232965,0,0.89375,-2.460417,0,0,0
